student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
1174,19,Female,High School,2.95,0.76,3.14,2.05,2.29,6.77,1.0,63,301,1,0,Average,7,11.68,28.2,25.63,31.32
1175,18,Female,High School,3.79,2.51,2.23,2.14,2.78,7.86,6.9,112,216,1,0,Poor,5,18.17,8.94,22.56,17.49
1176,17,Male,High School,4.31,1.56,1.83,2.38,1.69,8.72,4.07,63,88,0,0,Average,2,20.33,0.0,24.64,23.64
1177,18,Female,High School,7.36,1.22,2.98,1.8,3.22,7.44,1.0,93,0,1,1,Average,10,21.88,0.0,41.83,44.6
1178,21,Male,High School,4.42,0.86,0.8,5.21,1.18,7.71,9.23,150,114,1,0,Poor,9,5.85,14.98,29.22,28.5
1179,16,Other,High School,8.8,2.43,1.63,3.52,2.5,6.32,6.24,0,182,0,0,Average,5,24.56,10.8,33.2,44.81
1180,22,Female,High School,7.8,1.32,3.71,0.99,2.46,6.18,10.52,70,147,0,0,Poor,5,28.18,31.1,44.55,43.61
1181,19,Male,High School,2.35,2.32,2.04,5.18,2.7,6.35,5.64,150,260,1,0,Good,1,0.0,24.44,1.0,13.54
1182,19,Male,High School,6.93,2.77,3.91,5.18,1.84,5.74,1.81,117,413,0,1,Good,9,22.61,38.06,34.58,36.54
1183,20,Female,High School,1.38,4.69,3.55,1.92,1.79,5.05,10.73,34,133,1,0,Average,8,14.74,31.41,6.9,7.37
1184,23,Female,High School,4.04,1.64,2.24,2.3,0.43,7.21,6.3,99,500,0,0,Average,1,7.95,0.0,15.19,18.01
1185,18,Male,High School,3.33,1.96,4.4,3.99,1.16,4.0,6.56,105,424,1,1,Average,10,1.71,40.82,28.65,33.18
1186,17,Female,High School,6.47,2.98,1.5,2.96,0.99,7.18,9.71,43,64,1,0,Good,5,14.76,22.12,30.91,28.54
1187,17,Male,High School,4.77,2.32,0.92,2.62,2.87,7.5,6.76,147,224,0,0,Poor,6,31.75,21.98,33.87,28.47
1188,18,Female,High School,4.6,1.75,2.29,1.17,2.07,5.52,8.75,140,223,0,1,Average,7,15.16,16.37,39.82,44.48
1189,21,Other,High School,4.08,0.2,1.67,3.27,1.28,5.76,8.8,150,156,0,0,Good,3,11.73,25.95,14.95,24.1
1190,17,Female,High School,6.06,2.64,4.26,3.32,1.64,7.8,5.67,55,179,0,0,Poor,4,20.11,15.51,41.47,31.86
1191,20,Other,High School,5.54,0.0,0.0,5.37,0.86,7.54,4.1,99,9,1,1,Average,3,11.33,0.0,31.84,32.18
1192,16,Female,High School,5.59,0.0,3.14,3.91,0.0,5.08,7.21,110,211,1,0,Poor,6,16.06,18.03,37.78,42.45
1193,18,Other,High School,7.36,2.63,2.06,4.26,1.79,5.46,9.3,107,433,0,0,Average,10,20.85,23.53,47.58,53.63
1194,18,Male,High School,4.31,1.71,3.27,2.95,0.54,6.48,7.34,64,144,0,1,Poor,5,22.12,15.17,10.08,19.58
1195,20,Female,High School,4.42,0.74,3.93,1.21,2.74,6.4,6.1,131,500,0,0,Poor,2,15.32,5.47,22.63,32.14
1196,21,Female,High School,8.62,1.54,2.49,4.72,0.94,7.84,4.75,83,443,0,0,Average,8,24.24,17.57,42.67,43.55
1197,22,Other,High School,3.21,3.38,2.58,1.23,0.82,8.23,7.27,42,25,0,1,Average,4,5.76,4.14,23.38,20.31
1198,21,Other,High School,3.37,2.05,2.03,4.63,1.97,5.09,6.49,142,103,1,0,Good,5,9.82,42.56,10.86,10.79
1199,22,Other,High School,0.33,3.76,2.04,3.67,2.8,5.9,7.25,112,42,1,1,Average,3,0.0,33.78,8.21,12.48
1200,18,Female,High School,5.41,4.0,1.83,1.52,2.5,6.03,6.29,78,0,1,1,Good,1,23.99,8.08,20.26,34.69
1201,21,Female,High School,5.35,0.01,2.61,0.0,2.18,8.85,2.44,107,198,1,1,Poor,10,8.0,0.0,42.95,39.44
1202,17,Male,High School,3.12,0.82,2.55,1.22,0.05,9.47,4.93,94,342,0,0,Good,9,3.15,0.0,24.1,32.21
1203,22,Other,High School,3.81,3.28,2.77,5.79,1.29,8.71,11.05,31,128,1,1,Poor,10,16.04,22.18,20.28,25.76
1204,17,Male,High School,3.32,2.46,2.3,1.18,1.03,9.01,8.24,142,234,0,1,Average,3,8.85,0.39,17.38,27.83
1205,22,Male,High School,3.88,3.07,1.16,0.95,1.97,5.45,6.14,133,0,1,0,Good,9,17.74,9.21,41.9,26.6
1206,22,Other,High School,5.39,2.4,2.96,0.24,0.88,8.85,3.45,42,265,1,1,Average,7,32.0,0.0,33.01,28.6
1207,16,Female,High School,4.89,2.83,2.25,2.09,1.28,6.47,1.0,110,162,0,1,Good,7,9.88,0.0,27.6,29.59
1208,16,Other,High School,6.08,1.82,2.2,3.07,0.4,7.65,9.73,100,116,1,0,Poor,1,15.56,12.81,30.12,22.04
1209,18,Female,High School,5.23,1.83,0.0,4.49,2.58,6.6,5.12,0,307,0,0,Average,6,17.22,0.3,26.84,24.28
1210,18,Female,High School,2.82,1.94,2.43,4.17,2.68,7.05,5.44,75,152,1,1,Average,2,3.53,19.33,8.25,8.81
1211,23,Female,High School,4.69,0.87,1.93,3.26,2.1,9.51,8.02,142,331,1,0,Good,6,5.86,14.91,28.65,25.99
1212,24,Male,High School,3.37,4.07,0.46,4.09,1.64,6.59,3.36,92,65,0,1,Good,7,16.88,1.48,20.8,14.72
1213,18,Male,High School,2.8,0.0,2.18,2.75,3.45,5.91,8.49,150,322,1,0,Average,4,8.2,4.84,14.24,17.49
1214,22,Female,High School,1.59,2.59,2.32,2.76,2.17,8.07,3.66,113,183,1,0,Average,8,4.47,2.44,15.92,21.86
1215,22,Male,High School,4.85,1.91,1.74,3.52,3.3,7.32,10.59,62,148,0,1,Good,2,17.13,30.91,17.44,18.32
1216,24,Male,High School,9.59,0.77,1.55,3.87,1.27,6.61,7.32,133,44,0,0,Poor,5,29.66,9.09,46.19,43.88
1217,16,Male,High School,4.08,2.43,3.09,1.72,1.41,7.71,1.0,104,203,0,1,Good,5,19.87,0.0,21.6,17.02
1218,17,Female,High School,3.38,2.74,4.64,4.56,1.09,6.87,4.9,0,285,0,0,Good,7,14.93,35.8,19.05,24.21
1219,20,Male,High School,6.02,1.77,2.54,0.0,2.89,5.54,5.82,129,165,1,1,Poor,8,28.81,13.98,35.74,38.37
1220,22,Male,High School,8.04,3.19,2.11,3.07,2.78,7.96,2.43,16,500,0,1,Good,6,28.67,8.98,49.3,45.42
1221,16,Other,High School,5.99,2.19,1.72,2.81,2.19,7.83,8.39,83,0,1,0,Poor,9,19.17,10.07,39.93,36.13
1222,18,Male,High School,3.82,3.22,3.08,8.0,0.53,5.64,3.48,108,331,1,0,Poor,2,6.83,36.72,5.15,9.29
1223,16,Male,High School,8.7,2.55,2.98,2.33,1.26,8.67,5.61,75,101,0,1,Average,7,29.89,1.37,57.56,52.41
1224,18,Other,High School,2.36,1.48,0.59,4.04,1.2,5.27,7.78,79,354,0,0,Average,3,3.42,28.62,2.28,8.91
1225,19,Other,High School,6.75,1.82,2.74,5.59,3.59,8.49,6.79,69,500,1,1,Average,6,16.31,29.37,33.49,40.63
1226,23,Female,High School,4.71,0.74,1.46,4.88,1.91,5.17,7.29,58,82,1,0,Poor,8,16.29,12.91,29.62,29.79
1227,19,Male,High School,4.09,2.57,1.6,1.68,3.13,7.63,4.03,12,184,0,1,Good,5,15.04,18.7,28.04,31.72
1228,19,Other,High School,1.21,1.78,4.4,1.58,2.29,8.26,4.73,126,155,0,0,Poor,5,5.91,24.82,11.92,17.89
1229,24,Male,High School,4.14,0.76,1.54,1.73,0.15,7.23,2.8,73,273,1,1,Poor,4,15.55,0.0,26.41,22.92
1230,18,Male,High School,6.99,3.51,2.18,2.41,1.21,5.51,5.95,79,131,0,0,Poor,8,21.49,23.03,40.11,38.86
1231,20,Female,High School,2.7,0.54,3.36,5.16,0.62,6.55,5.02,97,430,1,1,Good,2,10.9,30.74,2.06,14.8
1232,18,Female,High School,1.43,2.37,4.32,3.43,3.09,6.86,9.6,80,349,0,1,Poor,6,0.0,32.15,3.9,5.6
1233,17,Other,High School,3.64,0.99,2.65,1.99,0.77,5.18,7.59,84,60,0,0,Poor,4,8.89,19.0,22.08,35.19
1234,18,Female,High School,2.79,0.14,4.4,3.15,1.35,5.9,10.73,60,363,0,0,Good,1,3.84,32.24,6.9,13.16
1235,18,Male,High School,3.05,3.53,4.05,1.97,4.09,8.07,11.28,92,20,1,1,Good,10,4.78,28.74,28.16,22.28
1236,17,Female,High School,2.75,0.61,0.15,5.36,2.52,7.32,9.12,113,339,1,0,Good,4,0.0,5.09,15.64,18.31
1237,16,Male,High School,3.5,0.95,1.48,4.22,0.54,8.28,10.08,21,0,1,1,Average,10,13.73,11.21,19.36,30.37
1238,17,Male,High School,3.87,0.13,0.52,1.97,1.69,6.42,4.13,142,219,1,0,Good,4,14.72,0.0,17.85,19.27
1239,16,Other,High School,1.94,1.06,2.68,2.52,3.7,6.89,7.72,20,108,1,1,Poor,5,5.08,28.85,8.53,7.67
1240,18,Other,High School,7.21,1.17,1.42,5.15,0.97,6.23,5.07,105,226,0,1,Poor,2,12.42,0.0,29.93,24.28
1241,18,Female,High School,5.24,1.57,1.54,3.35,1.07,6.19,10.67,150,500,0,1,Average,10,15.42,24.46,30.49,32.82
1242,19,Other,High School,3.44,4.42,3.25,0.99,1.87,5.87,6.77,150,0,1,0,Poor,3,17.45,18.31,16.43,16.41
1243,22,Female,High School,6.23,1.19,2.69,2.53,1.99,9.51,3.63,0,99,1,1,Poor,7,17.69,1.59,40.2,41.3
1244,22,Female,High School,3.42,1.81,1.01,1.68,1.99,8.55,9.77,130,481,0,0,Poor,9,8.68,0.0,19.7,29.44
1245,18,Male,High School,8.21,2.59,3.96,4.7,0.76,5.78,7.61,138,417,1,1,Good,7,23.71,25.15,48.29,49.36
1246,21,Female,High School,3.03,0.25,1.43,4.84,1.59,8.36,11.59,131,364,0,0,Average,10,5.52,17.17,25.87,26.54
1247,19,Other,High School,4.94,3.31,1.9,3.06,0.75,5.96,8.87,45,239,1,0,Poor,3,23.76,5.07,31.48,36.86
1248,23,Female,High School,5.63,2.73,1.76,5.44,2.65,7.75,5.13,72,181,1,0,Good,8,13.61,15.18,25.02,35.8
1249,25,Other,High School,6.67,3.8,1.99,2.28,1.67,7.17,7.59,97,29,1,0,Good,1,24.75,5.33,37.0,32.42
1250,23,Male,High School,2.71,1.25,2.76,0.8,0.29,7.84,11.9,103,229,1,1,Average,8,9.65,0.04,33.87,24.5
1251,16,Other,High School,2.13,2.35,3.1,5.44,1.21,5.7,6.73,93,206,1,1,Poor,8,0.58,30.32,17.76,16.34
1252,23,Other,High School,3.61,0.68,1.25,4.09,1.31,6.38,9.0,146,214,1,1,Average,3,7.17,23.87,11.9,15.4
1253,20,Male,High School,3.58,3.37,1.86,0.0,0.95,7.4,9.12,28,273,0,0,Poor,8,27.11,13.85,26.59,23.24
1254,21,Male,High School,3.52,2.62,2.58,6.25,0.0,6.02,7.34,59,278,1,0,Poor,9,8.88,37.65,22.47,18.44
1255,19,Male,High School,4.44,2.46,2.31,1.1,0.96,4.79,6.45,150,307,0,0,Average,6,28.82,14.46,29.54,25.18
1256,22,Male,High School,4.29,2.75,1.78,3.61,1.98,7.42,5.41,125,347,1,0,Good,10,20.15,12.4,30.39,30.86
1257,24,Male,High School,3.66,4.0,2.02,2.59,0.0,6.82,3.06,118,0,1,0,Good,4,16.67,14.96,20.16,6.22
1258,19,Male,High School,5.48,2.92,3.19,3.1,1.13,6.54,5.83,135,263,0,1,Good,10,26.13,14.88,37.58,44.99
1259,16,Other,High School,3.66,1.16,0.99,0.0,0.78,6.79,6.17,61,0,0,1,Poor,8,20.98,0.74,31.04,30.47
1260,16,Other,High School,4.87,2.04,2.06,4.38,0.0,7.28,6.66,42,306,0,0,Good,6,16.04,5.4,20.1,32.62
1261,19,Female,High School,6.08,2.03,0.9,3.35,2.64,7.82,4.48,58,0,0,1,Poor,6,8.93,7.18,32.23,25.06
1262,22,Female,High School,3.44,0.0,1.65,5.99,2.51,8.18,13.8,98,447,1,1,Good,3,0.0,17.18,8.26,12.24
1263,21,Male,High School,6.61,1.94,2.66,5.85,1.54,9.35,3.01,81,442,1,0,Poor,3,9.96,15.61,24.8,12.03
1264,17,Female,High School,8.3,3.03,2.21,2.1,1.25,6.98,4.3,104,500,1,0,Good,5,28.81,0.0,48.96,50.81
1265,17,Female,High School,2.04,2.1,1.27,2.81,0.71,6.58,6.93,8,295,1,0,Poor,9,0.72,17.33,10.15,23.32
1266,20,Other,High School,5.27,2.96,0.47,1.55,4.25,6.13,7.07,36,148,0,1,Poor,3,14.27,0.14,37.04,26.18
1267,16,Other,High School,3.78,2.62,1.37,2.9,2.83,6.19,5.33,68,271,1,0,Average,8,13.24,21.39,22.2,16.21
1268,16,Female,High School,2.13,2.12,1.65,1.34,1.5,4.0,2.94,29,446,1,1,Average,8,13.14,21.4,17.43,23.69
1269,18,Male,High School,3.05,3.31,1.53,6.22,0.81,5.76,3.79,76,92,1,1,Good,8,16.16,20.3,13.9,20.87
1270,17,Other,High School,2.17,1.39,3.08,4.32,0.49,6.66,7.43,65,171,1,0,Average,1,10.5,14.09,7.59,13.82
1271,22,Other,High School,2.47,2.05,1.58,5.71,1.07,7.7,7.59,31,214,1,1,Good,7,5.71,4.04,12.03,12.92
1272,17,Other,High School,6.07,2.1,2.1,3.48,1.76,6.01,6.39,52,185,0,0,Good,3,20.15,12.85,21.76,31.71
1273,17,Other,High School,3.59,0.22,4.15,0.48,0.88,5.57,8.57,150,500,0,0,Average,8,13.6,19.93,21.86,22.92
1274,21,Female,High School,4.95,2.84,0.59,1.8,0.63,9.4,1.76,41,57,0,0,Average,9,15.24,0.0,36.01,40.62
1275,18,Other,High School,5.08,1.29,1.87,0.9,2.38,5.42,8.21,128,167,0,1,Poor,5,14.75,16.84,29.69,27.33
1276,18,Male,High School,5.25,2.21,2.04,5.53,2.13,5.52,6.98,7,191,1,0,Poor,4,16.67,2.47,25.8,32.17
1277,19,Female,High School,9.12,1.03,2.88,3.52,0.0,9.89,7.38,143,500,1,0,Good,7,27.76,14.25,48.52,54.86
1278,16,Male,High School,6.83,2.86,2.61,3.75,0.0,8.57,9.4,108,126,0,1,Poor,4,28.8,21.61,31.66,22.44
1279,20,Female,High School,3.72,1.42,0.19,2.26,2.16,7.36,3.9,51,110,0,0,Average,7,2.14,0.0,23.25,14.2
1280,23,Other,High School,1.6,3.02,3.13,6.23,2.43,8.24,7.34,89,30,0,0,Average,1,0.0,34.98,1.0,10.6
1281,17,Female,High School,4.95,2.54,1.63,2.95,0.69,8.16,6.92,145,0,0,0,Average,1,16.09,0.0,26.78,21.51
1282,23,Female,High School,2.25,0.78,5.0,3.71,1.94,7.49,8.4,19,106,0,0,Good,6,11.66,24.65,6.58,14.37
1283,17,Male,High School,5.6,2.81,1.0,3.8,2.49,6.47,3.7,85,291,0,1,Poor,6,18.42,6.12,30.21,26.57
1284,20,Other,High School,5.29,2.11,2.33,2.98,1.63,7.18,4.3,100,235,1,1,Average,1,15.66,6.91,22.43,15.13
1285,20,Male,High School,5.02,1.77,2.72,4.03,1.25,5.17,5.26,117,274,0,0,Good,7,20.69,19.89,25.74,25.78
1286,23,Male,High School,6.1,2.83,4.36,2.79,2.85,8.31,5.16,130,46,1,1,Good,10,18.93,16.32,41.06,48.15
1287,18,Male,High School,5.83,2.59,1.5,2.57,1.66,6.43,11.75,150,500,0,1,Good,5,19.68,20.05,40.93,34.38
1288,24,Other,High School,3.07,2.19,1.77,3.11,0.94,7.98,7.66,45,175,0,0,Good,2,3.16,20.64,11.67,18.33
1289,19,Male,High School,3.77,1.42,2.2,5.52,2.01,6.66,2.91,121,170,1,0,Average,3,22.11,6.88,22.75,17.07
1290,24,Other,High School,3.54,3.3,2.05,4.27,2.03,8.24,4.18,100,216,0,0,Good,8,9.8,3.6,20.35,23.91
1291,22,Female,High School,6.43,3.19,0.87,2.23,3.63,7.61,6.3,144,293,1,0,Average,4,29.87,2.52,37.07,42.91
1292,19,Other,High School,6.01,1.64,2.76,6.0,0.99,6.1,6.32,77,66,1,0,Good,2,14.42,32.93,25.17,24.61
1293,21,Female,High School,6.38,3.34,0.72,4.78,1.53,8.67,4.18,76,182,0,0,Good,1,11.57,11.08,22.32,23.73
1294,16,Female,High School,1.55,2.15,2.7,4.83,1.57,6.58,5.51,30,196,0,0,Average,7,3.67,16.24,10.35,6.23
1295,21,Male,High School,4.75,1.07,0.0,1.8,1.35,6.95,4.6,58,134,0,0,Good,7,16.21,0.0,26.67,43.78
1296,17,Other,High School,2.03,2.82,2.48,1.64,2.3,9.07,10.36,150,272,1,0,Good,9,4.31,2.95,23.43,17.59
1297,21,Male,High School,5.88,1.45,0.84,3.23,0.0,6.64,6.76,10,0,1,1,Average,10,21.02,11.72,40.07,49.5
1298,17,Other,High School,4.28,1.67,2.26,3.14,2.49,6.44,2.78,136,326,1,0,Good,7,11.99,4.88,25.89,36.76
1299,16,Other,High School,6.03,1.65,3.07,3.37,3.26,7.61,3.5,95,74,0,1,Good,3,15.23,16.14,31.6,23.58
1300,19,Male,High School,4.05,1.84,2.27,3.68,1.54,9.12,6.13,145,253,0,1,Average,6,15.92,10.56,19.11,25.13
1301,19,Other,High School,6.83,2.21,1.56,3.24,0.58,6.62,5.44,56,34,1,0,Poor,3,20.04,8.82,35.03,35.95
1302,20,Other,High School,5.87,2.54,2.94,3.32,1.4,6.43,7.17,115,499,0,0,Good,6,21.37,33.4,28.28,31.08
1303,22,Female,High School,2.32,3.91,2.61,1.69,1.39,6.99,4.84,145,221,0,1,Average,4,4.35,1.86,9.96,8.57
1304,21,Male,High School,4.1,1.44,0.0,4.04,1.23,6.14,6.18,139,325,1,0,Average,5,12.49,8.5,23.75,26.01
1305,20,Other,High School,0.0,1.12,2.35,1.85,2.3,8.14,7.4,19,261,0,1,Good,1,0.0,7.97,1.0,18.31
1306,17,Other,High School,3.62,1.04,0.96,4.93,1.83,4.0,8.49,109,244,1,0,Average,1,9.15,21.03,4.99,19.86
1307,17,Female,High School,4.59,1.41,0.0,1.78,0.27,6.31,6.14,112,393,1,0,Good,1,19.51,0.0,25.78,24.21
1308,17,Female,High School,1.79,2.25,2.64,3.38,0.82,7.92,1.9,127,126,1,1,Poor,6,3.28,10.11,20.21,12.39
1309,19,Other,High School,4.59,2.61,1.41,0.34,1.24,9.06,7.3,38,143,1,0,Good,7,15.82,0.0,38.4,34.69
1310,19,Other,High School,4.26,3.23,1.36,3.21,0.8,7.35,4.82,28,0,0,1,Poor,3,18.14,0.0,21.61,15.72
1311,17,Other,High School,3.45,2.96,1.43,4.9,0.35,7.58,10.99,129,199,1,1,Poor,5,8.05,21.12,10.73,23.93
1312,21,Other,High School,6.1,1.47,3.25,2.57,1.72,7.52,5.26,139,270,1,1,Poor,4,18.22,4.67,31.54,32.47
1313,23,Male,High School,8.07,1.28,2.75,2.0,1.63,5.65,5.7,120,68,1,0,Poor,8,21.78,10.78,47.3,46.6
1314,19,Male,High School,5.27,1.69,3.53,2.19,1.75,7.84,2.86,51,381,0,1,Poor,7,8.66,0.0,39.21,32.22
1315,20,Male,High School,3.48,2.28,2.37,2.41,1.94,6.84,6.0,102,0,1,0,Average,3,14.31,20.78,33.16,18.99
1316,22,Male,High School,5.72,0.0,2.84,2.0,1.21,4.84,5.75,118,176,0,1,Poor,3,23.14,24.47,25.33,44.39
1317,22,Other,High School,4.61,3.55,0.87,3.46,1.56,8.11,12.83,143,338,1,0,Average,3,10.88,6.23,22.03,25.0
1318,17,Female,High School,2.83,4.32,1.61,3.56,0.96,6.36,5.97,64,500,1,1,Average,2,10.59,4.67,5.37,5.96
1319,17,Other,High School,7.58,4.81,2.73,2.27,1.47,7.24,6.38,37,0,0,0,Good,4,35.94,10.39,31.59,42.79
1320,18,Male,High School,5.72,2.58,2.9,0.81,0.15,8.73,10.36,106,229,1,1,Good,8,21.62,0.0,30.91,33.73
1321,18,Female,High School,8.08,1.41,3.15,1.68,1.35,5.79,6.84,87,147,0,0,Average,10,26.67,36.4,57.6,57.64
1322,20,Male,High School,5.83,1.24,1.89,5.32,1.21,6.65,9.0,106,0,1,1,Good,1,25.66,23.72,22.64,24.24
1323,20,Female,High School,3.32,3.67,1.28,2.75,2.27,8.93,6.71,126,119,1,0,Poor,4,16.21,0.0,16.96,19.45
1324,19,Male,High School,4.12,0.96,3.02,3.76,1.77,7.31,3.63,92,461,1,1,Average,5,16.44,11.96,24.92,23.25
1325,18,Male,High School,3.98,3.43,0.24,1.01,1.53,7.71,7.93,83,496,1,0,Good,7,13.68,0.0,29.53,18.01
1326,20,Female,High School,6.64,2.86,3.02,3.15,1.69,4.33,5.68,97,0,1,0,Good,2,26.57,20.02,20.63,24.66
1327,17,Other,High School,3.26,1.31,1.43,2.8,1.58,6.81,9.29,78,191,0,1,Average,8,9.89,8.57,15.77,32.42
1328,21,Male,High School,2.33,1.22,0.82,3.08,0.01,8.47,10.08,77,193,0,0,Good,2,0.0,0.06,12.89,15.73
1329,21,Other,High School,6.32,2.25,1.63,3.72,1.9,7.15,1.0,79,26,1,0,Average,7,20.16,8.19,36.78,25.68
1330,17,Male,High School,3.27,1.26,3.11,1.29,2.48,8.52,5.86,33,83,0,1,Poor,9,7.62,10.62,29.8,23.1
1331,23,Other,High School,8.44,0.26,0.0,1.47,2.16,8.05,5.76,85,346,0,1,Poor,7,24.35,0.0,46.18,47.41
1332,23,Other,High School,2.72,1.83,2.17,5.17,1.74,7.98,2.6,68,349,1,1,Good,10,5.24,22.3,11.96,18.97
1333,23,Male,High School,4.7,1.9,2.76,3.01,1.55,5.77,10.67,134,350,1,1,Good,9,20.03,20.37,27.97,28.17
1334,21,Male,High School,7.92,2.97,2.31,5.18,1.91,7.79,7.83,94,300,0,0,Average,2,26.35,24.03,24.45,27.07
1335,17,Female,High School,3.53,2.71,1.66,4.83,1.69,6.15,7.96,150,178,0,0,Average,7,14.98,24.44,12.92,33.25
1336,16,Other,High School,4.25,0.77,1.79,0.47,1.96,8.21,2.7,106,382,0,0,Good,2,17.03,0.0,20.44,24.93
1337,16,Male,High School,4.54,2.12,0.0,5.0,2.96,6.88,9.18,150,242,0,0,Good,9,14.2,28.87,22.22,21.12
1338,22,Male,High School,3.68,2.22,1.43,1.92,2.22,8.77,6.89,64,407,1,1,Average,1,2.31,17.55,13.92,16.15
1339,16,Female,High School,2.17,1.53,2.43,2.19,1.34,5.71,4.97,14,0,0,1,Good,9,8.5,23.77,18.29,17.23
1340,24,Male,High School,3.27,0.5,1.35,4.08,2.22,5.58,8.25,52,384,0,0,Poor,7,7.11,29.32,13.04,23.01
1341,21,Female,High School,7.87,1.76,0.72,2.52,4.24,6.26,10.53,107,95,0,1,Poor,4,15.0,10.81,41.59,44.34
1342,21,Other,High School,2.86,2.34,2.23,3.45,2.3,7.37,12.48,37,481,1,1,Average,10,0.6,26.71,18.12,31.69
1343,19,Male,High School,4.49,3.31,1.67,3.17,1.77,6.62,11.39,100,150,1,1,Average,7,17.74,27.79,14.2,25.08
1344,19,Male,High School,7.26,3.76,0.9,4.44,0.0,7.18,9.2,110,113,1,1,Good,6,26.68,14.83,41.45,38.9
1345,19,Other,High School,4.77,4.2,1.91,5.72,0.0,6.15,2.88,59,0,0,0,Poor,10,19.92,1.51,31.86,30.44
1346,23,Other,High School,4.25,1.16,2.01,1.86,1.61,5.54,12.24,150,418,1,0,Good,5,18.92,22.31,15.77,17.73
1347,16,Male,High School,5.4,1.44,1.28,4.85,2.79,5.73,6.66,108,160,0,0,Good,4,12.87,29.62,21.47,32.01
1348,24,Other,High School,7.43,0.39,1.21,2.83,2.48,6.6,9.86,66,53,1,0,Poor,6,25.48,27.2,44.64,36.91
1349,22,Male,High School,6.08,1.01,4.23,1.4,1.98,7.49,6.57,41,230,1,0,Good,1,18.75,16.23,28.89,28.1
1350,16,Male,High School,5.17,2.32,2.14,0.91,2.56,8.67,9.64,51,206,1,0,Average,2,16.94,21.25,15.41,8.32
1351,20,Other,High School,4.97,2.61,0.32,4.83,1.52,6.44,7.18,52,369,1,0,Average,4,21.71,15.81,24.72,23.49
1352,19,Female,High School,2.63,2.63,1.61,3.19,0.0,4.81,9.2,69,70,1,1,Poor,3,5.64,24.27,4.52,15.65
1353,18,Male,High School,4.5,2.42,1.96,3.59,1.44,4.0,10.18,47,244,1,0,Good,9,11.38,30.69,36.51,27.71
1354,23,Female,High School,1.11,2.43,3.46,4.51,1.51,9.38,5.61,71,16,0,1,Good,9,3.53,8.64,14.93,24.48
1355,19,Male,High School,3.09,1.18,4.05,2.2,1.38,8.26,7.81,103,121,0,0,Average,3,6.99,27.25,17.34,17.77
1356,17,Other,High School,4.22,0.77,1.39,1.1,0.67,6.89,10.69,101,481,0,0,Poor,9,8.98,5.11,37.05,35.44
1357,20,Male,High School,1.91,3.01,1.01,5.19,1.58,7.27,4.9,44,359,1,0,Average,1,5.08,26.86,3.56,9.79
1358,20,Other,High School,7.9,3.33,1.77,4.24,0.65,8.1,1.62,21,70,0,1,Poor,1,24.16,0.0,35.88,34.47
1359,16,Female,High School,3.11,2.98,4.1,0.58,1.03,7.67,3.5,86,114,0,0,Good,1,15.19,6.25,13.02,25.19
1360,16,Female,High School,2.14,2.38,2.74,0.01,2.77,7.3,5.58,71,500,0,1,Average,10,9.23,5.14,23.19,23.19
1361,17,Male,High School,6.94,3.02,2.5,3.57,2.87,4.85,5.12,112,321,1,0,Good,9,27.61,36.75,46.16,47.59
1362,22,Male,High School,6.21,1.03,1.13,3.37,1.63,7.77,9.8,48,227,1,1,Average,10,21.25,6.28,38.54,35.06
1363,23,Other,High School,4.45,4.76,1.76,3.29,0.0,6.32,12.55,104,376,1,1,Average,7,18.4,22.52,33.68,32.91
1364,22,Female,High School,4.73,0.6,1.68,4.44,3.47,6.14,5.26,39,9,0,0,Poor,1,7.36,15.62,15.48,23.1
1365,17,Male,High School,4.89,3.78,1.59,4.81,3.2,10.0,7.92,49,474,1,0,Average,1,16.49,1.06,11.96,16.19
1366,22,Other,High School,2.27,1.17,1.15,3.09,1.73,7.11,6.89,142,55,1,1,Poor,6,0.18,0.0,13.44,15.92
1367,20,Female,High School,4.51,0.16,2.16,1.55,0.52,6.2,6.37,35,228,0,1,Average,8,19.51,8.78,28.88,29.62
1368,17,Other,High School,4.6,1.38,2.28,3.71,2.63,7.33,5.88,83,398,1,1,Good,7,11.99,25.31,33.91,22.64
1369,23,Female,High School,5.78,0.0,1.16,3.29,1.48,9.3,3.96,90,115,0,1,Good,3,4.48,0.0,21.41,38.24
1370,17,Male,High School,3.37,2.14,0.68,5.0,1.47,8.33,8.5,150,236,0,1,Average,5,16.06,12.69,25.29,14.31
1371,19,Female,High School,1.78,1.89,0.95,3.35,1.22,8.27,8.3,41,362,0,0,Average,9,7.35,0.0,19.06,12.25
1372,17,Other,High School,5.76,3.45,3.04,3.43,1.62,5.51,4.65,83,230,1,1,Good,2,22.45,18.56,28.1,21.14
1373,17,Other,High School,4.95,2.14,2.44,4.35,3.68,5.93,2.37,67,154,1,0,Good,2,17.82,23.4,24.23,18.64
1374,23,Female,High School,4.22,1.72,1.14,3.67,0.61,5.41,1.88,46,217,0,1,Poor,7,25.17,9.36,27.6,38.32
1375,22,Male,High School,5.65,2.28,2.47,1.08,1.39,6.24,1.89,99,73,1,0,Average,4,15.64,0.0,35.17,24.0
1376,19,Male,High School,6.98,1.23,0.59,4.22,1.94,6.49,7.42,10,340,1,0,Good,9,13.3,4.87,39.27,34.75
